semana,gsc_impressoes_total,gsc_cliques_total,gsc_ctr_pct,gsc_posicao_media,gsc_paginas_indexadas,gsc_impressoes_marca,gsc_impressoes_generico,gsc_ctr_home_pct,gsc_ctr_comparativo_pct,gbp_visualizacoes,gbp_cliques_site,notas
2026-06-28,,,,,21,,,,,,,baseline pos Fase 1+2
